segment_id,road_name,corridor_base,corridor_seq,corridor_type,start_lat,start_lon,end_lat,end_lon,_ring,_urb
170,SH-35 (Kanakapura Rd) Seg-11,SH-35 (Kanakapura Rd),10,SH,12.877692307692307,77.53538461538461,12.87076923076923,77.53153846153846,,
171,SH-35 (Kanakapura Rd) Seg-12,SH-35 (Kanakapura Rd),11,SH,12.87076923076923,77.53153846153846,12.863846153846154,77.5276923076923,,
172,SH-35 (Kanakapura Rd) Seg-13,SH-35 (Kanakapura Rd),12,SH,12.863846153846154,77.5276923076923,12.856923076923076,77.52384615384615,,
173,SH-35 (Kanakapura Rd) Seg-14,SH-35 (Kanakapura Rd),13,SH,12.856923076923076,77.52384615384615,12.85,77.52,,
174,SH-35 (Kanakapura Rd) Seg-15,SH-35 (Kanakapura Rd),14,SH,12.85,77.52,12.842941176470587,77.51588235294118,,
175,SH-35 (Kanakapura Rd) Seg-16,SH-35 (Kanakapura Rd),15,SH,12.842941176470587,77.51588235294118,12.835882352941177,77.51176470588236,,
176,SH-35 (Kanakapura Rd) Seg-17,SH-35 (Kanakapura Rd),16,SH,12.835882352941177,77.51176470588236,12.828823529411764,77.50764705882352,,
177,SH-35 (Kanakapura Rd) Seg-18,SH-35 (Kanakapura Rd),17,SH,12.828823529411764,77.50764705882352,12.821764705882353,77.5035294117647,,
178,SH-35 (Kanakapura Rd) Seg-19,SH-35 (Kanakapura Rd),18,SH,12.821764705882353,77.5035294117647,12.814705882352941,77.49941176470588,,
179,SH-35 (Kanakapura Rd) Seg-20,SH-35 (Kanakapura Rd),19,SH,12.814705882352941,77.49941176470588,12.807647058823528,77.49529411764706,,
180,SH-35 (Kanakapura Rd) Seg-21,SH-35 (Kanakapura Rd),20,SH,12.807647058823528,77.49529411764706,12.800588235294118,77.49117647058823,,
181,SH-35 (Kanakapura Rd) Seg-22,SH-35 (Kanakapura Rd),21,SH,12.800588235294118,77.49117647058823,12.793529411764705,77.48705882352941,,
182,SH-35 (Kanakapura Rd) Seg-23,SH-35 (Kanakapura Rd),22,SH,12.793529411764705,77.48705882352941,12.786470588235295,77.48294117647059,,
183,SH-35 (Kanakapura Rd) Seg-24,SH-35 (Kanakapura Rd),23,SH,12.786470588235295,77.48294117647059,12.779411764705882,77.47882352941177,,
184,SH-35 (Kanakapura Rd) Seg-25,SH-35 (Kanakapura Rd),24,SH,12.779411764705882,77.47882352941177,12.772352941176472,77.47470588235294,,
185,SH-35 (Kanakapura Rd) Seg-26,SH-35 (Kanakapura Rd),25,SH,12.772352941176472,77.47470588235294,12.76529411764706,77.47058823529412,,
186,SH-35 (Kanakapura Rd) Seg-27,SH-35 (Kanakapura Rd),26,SH,12.76529411764706,77.47058823529412,12.758235294117647,77.4664705882353,,
187,SH-35 (Kanakapura Rd) Seg-28,SH-35 (Kanakapura Rd),27,SH,12.758235294117647,77.4664705882353,12.751176470588236,77.46235294117648,,
188,SH-35 (Kanakapura Rd) Seg-29,SH-35 (Kanakapura Rd),28,SH,12.751176470588236,77.46235294117648,12.744117647058824,77.45823529411764,,
189,SH-35 (Kanakapura Rd) Seg-30,SH-35 (Kanakapura Rd),29,SH,12.744117647058824,77.45823529411764,12.737058823529413,77.45411764705882,,
190,SH-35 (Kanakapura Rd) Seg-31,SH-35 (Kanakapura Rd),30,SH,12.737058823529413,77.45411764705882,12.73,77.45,,
191,SH-35 (Kanakapura Rd) Seg-32,SH-35 (Kanakapura Rd),31,SH,12.73,77.45,12.722222222222223,77.44722222222222,,
192,SH-35 (Kanakapura Rd) Seg-33,SH-35 (Kanakapura Rd),32,SH,12.722222222222223,77.44722222222222,12.714444444444444,77.44444444444444,,
193,SH-35 (Kanakapura Rd) Seg-34,SH-35 (Kanakapura Rd),33,SH,12.714444444444444,77.44444444444444,12.706666666666667,77.44166666666666,,
194,SH-35 (Kanakapura Rd) Seg-35,SH-35 (Kanakapura Rd),34,SH,12.706666666666667,77.44166666666666,12.69888888888889,77.4388888888889,,
195,SH-35 (Kanakapura Rd) Seg-36,SH-35 (Kanakapura Rd),35,SH,12.69888888888889,77.4388888888889,12.69111111111111,77.43611111111112,,
196,SH-35 (Kanakapura Rd) Seg-37,SH-35 (Kanakapura Rd),36,SH,12.69111111111111,77.43611111111112,12.683333333333334,77.43333333333334,,
197,SH-35 (Kanakapura Rd) Seg-38,SH-35 (Kanakapura Rd),37,SH,12.683333333333334,77.43333333333334,12.675555555555556,77.43055555555556,,
198,SH-35 (Kanakapura Rd) Seg-39,SH-35 (Kanakapura Rd),38,SH,12.675555555555556,77.43055555555556,12.667777777777777,77.42777777777778,,
199,SH-35 (Kanakapura Rd) Seg-40,SH-35 (Kanakapura Rd),39,SH,12.667777777777777,77.42777777777778,12.66,77.42500000000001,,
200,SH-35 (Kanakapura Rd) Seg-41,SH-35 (Kanakapura Rd),40,SH,12.66,77.42500000000001,12.652222222222223,77.42222222222223,,
201,SH-35 (Kanakapura Rd) Seg-42,SH-35 (Kanakapura Rd),41,SH,12.652222222222223,77.42222222222223,12.644444444444444,77.41944444444445,,
202,SH-35 (Kanakapura Rd) Seg-43,SH-35 (Kanakapura Rd),42,SH,12.644444444444444,77.41944444444445,12.636666666666667,77.41666666666667,,
203,SH-35 (Kanakapura Rd) Seg-44,SH-35 (Kanakapura Rd),43,SH,12.636666666666667,77.41666666666667,12.62888888888889,77.41388888888889,,
204,SH-35 (Kanakapura Rd) Seg-45,SH-35 (Kanakapura Rd),44,SH,12.62888888888889,77.41388888888889,12.62111111111111,77.41111111111111,,
205,SH-35 (Kanakapura Rd) Seg-46,SH-35 (Kanakapura Rd),45,SH,12.62111111111111,77.41111111111111,12.613333333333333,77.40833333333333,,
206,SH-35 (Kanakapura Rd) Seg-47,SH-35 (Kanakapura Rd),46,SH,12.613333333333333,77.40833333333333,12.605555555555556,77.40555555555557,,
207,SH-35 (Kanakapura Rd) Seg-48,SH-35 (Kanakapura Rd),47,SH,12.605555555555556,77.40555555555557,12.597777777777777,77.40277777777779,,
208,SH-35 (Kanakapura Rd) Seg-49,SH-35 (Kanakapura Rd),48,SH,12.597777777777777,77.40277777777779,12.59,77.4,,
209,SH-87 (Magadi Rd) Seg-1,SH-87 (Magadi Rd),0,SH,12.9716,77.565,12.973966666666668,77.55708333333334,,
210,SH-87 (Magadi Rd) Seg-2,SH-87 (Magadi Rd),1,SH,12.973966666666668,77.55708333333334,12.976333333333333,77.54916666666666,,
211,SH-87 (Magadi Rd) Seg-3,SH-87 (Magadi Rd),2,SH,12.976333333333333,77.54916666666666,12.9787,77.54124999999999,,
212,SH-87 (Magadi Rd) Seg-4,SH-87 (Magadi Rd),3,SH,12.9787,77.54124999999999,12.981066666666667,77.53333333333333,,
213,SH-87 (Magadi Rd) Seg-5,SH-87 (Magadi Rd),4,SH,12.981066666666667,77.53333333333333,12.983433333333334,77.52541666666667,,
214,SH-87 (Magadi Rd) Seg-6,SH-87 (Magadi Rd),5,SH,12.983433333333334,77.52541666666667,12.985800000000001,77.5175,,
215,SH-87 (Magadi Rd) Seg-7,SH-87 (Magadi Rd),6,SH,12.985800000000001,77.5175,12.98762044,77.5114105,,
216,SH-87 (Magadi Rd) Seg-8,SH-87 (Magadi Rd),7,SH,12.98762044,77.5114105,12.988166666666666,77.50958333333332,,
217,SH-87 (Magadi Rd) Seg-9,SH-87 (Magadi Rd),8,SH,12.988166666666666,77.50958333333332,12.990533333333333,77.50166666666667,,
218,SH-87 (Magadi Rd) Seg-10,SH-87 (Magadi Rd),9,SH,12.990533333333333,77.50166666666667,12.9929,77.49375,,
219,SH-87 (Magadi Rd) Seg-11,SH-87 (Magadi Rd),10,SH,12.9929,77.49375,12.995266666666666,77.48583333333333,,
220,SH-87 (Magadi Rd) Seg-12,SH-87 (Magadi Rd),11,SH,12.995266666666666,77.48583333333333,12.997633333333333,77.47791666666666,,
221,SH-87 (Magadi Rd) Seg-13,SH-87 (Magadi Rd),12,SH,12.997633333333333,77.47791666666666,13.0,77.47,,
222,SH-87 (Magadi Rd) Seg-14,SH-87 (Magadi Rd),13,SH,13.0,77.47,13.002666666666666,77.462,,
223,SH-87 (Magadi Rd) Seg-15,SH-87 (Magadi Rd),14,SH,13.002666666666666,77.462,13.005333333333333,77.454,,
224,SH-87 (Magadi Rd) Seg-16,SH-87 (Magadi Rd),15,SH,13.005333333333333,77.454,13.008,77.446,,
225,SH-87 (Magadi Rd) Seg-17,SH-87 (Magadi Rd),16,SH,13.008,77.446,13.010666666666667,77.438,,
226,SH-87 (Magadi Rd) Seg-18,SH-87 (Magadi Rd),17,SH,13.010666666666667,77.438,13.013333333333334,77.42999999999999,,
227,SH-87 (Magadi Rd) Seg-19,SH-87 (Magadi Rd),18,SH,13.013333333333334,77.42999999999999,13.016,77.422,,
228,SH-87 (Magadi Rd) Seg-20,SH-87 (Magadi Rd),19,SH,13.016,77.422,13.018666666666666,77.414,,
229,SH-87 (Magadi Rd) Seg-21,SH-87 (Magadi Rd),20,SH,13.018666666666666,77.414,13.021333333333333,77.40599999999999,,
230,SH-87 (Magadi Rd) Seg-22,SH-87 (Magadi Rd),21,SH,13.021333333333333,77.40599999999999,13.024,77.398,,
231,SH-87 (Magadi Rd) Seg-23,SH-87 (Magadi Rd),22,SH,13.024,77.398,13.026666666666666,77.39,,
232,SH-87 (Magadi Rd) Seg-24,SH-87 (Magadi Rd),23,SH,13.026666666666666,77.39,13.029333333333332,77.38199999999999,,
233,SH-87 (Magadi Rd) Seg-25,SH-87 (Magadi Rd),24,SH,13.029333333333332,77.38199999999999,13.032,77.374,,
234,SH-87 (Magadi Rd) Seg-26,SH-87 (Magadi Rd),25,SH,13.032,77.374,13.034666666666666,77.366,,
235,SH-87 (Magadi Rd) Seg-27,SH-87 (Magadi Rd),26,SH,13.034666666666666,77.366,13.037333333333333,77.35799999999999,,
236,SH-87 (Magadi Rd) Seg-28,SH-87 (Magadi Rd),27,SH,13.037333333333333,77.35799999999999,13.04,77.35,,
237,Hosur Road Extension Seg-1,Hosur Road Extension,0,NH,12.93,77.63,12.915,77.63666666666666,,
238,Hosur Road Extension Seg-2,Hosur Road Extension,1,NH,12.915,77.63666666666666,12.9,77.64333333333333,,
239,Hosur Road Extension Seg-3,Hosur Road Extension,2,NH,12.9,77.64333333333333,12.890004,77.647776,,
240,Hosur Road Extension Seg-4,Hosur Road Extension,3,NH,12.890004,77.647776,12.885,77.65,,
241,Hosur Road Extension Seg-5,Hosur Road Extension,4,NH,12.885,77.65,12.87,77.65666666666667,,
242,Hosur Road Extension Seg-6,Hosur Road Extension,5,NH,12.87,77.65666666666667,12.855,77.66333333333333,,
243,Hosur Road Extension Seg-7,Hosur Road Extension,6,NH,12.855,77.66333333333333,12.84,77.67,,
244,Hosur Road Extension Seg-8,Hosur Road Extension,7,NH,12.84,77.67,12.825714285714286,77.67571428571429,,
245,Hosur Road Extension Seg-9,Hosur Road Extension,8,NH,12.825714285714286,77.67571428571429,12.811428571428571,77.68142857142857,,
246,Hosur Road Extension Seg-10,Hosur Road Extension,9,NH,12.811428571428571,77.68142857142857,12.797142857142857,77.68714285714286,,
247,Hosur Road Extension Seg-11,Hosur Road Extension,10,NH,12.797142857142857,77.68714285714286,12.782857142857143,77.69285714285714,,
248,Hosur Road Extension Seg-12,Hosur Road Extension,11,NH,12.782857142857143,77.69285714285714,12.768571428571429,77.69857142857143,,
249,Hosur Road Extension Seg-13,Hosur Road Extension,12,NH,12.768571428571429,77.69857142857143,12.754285714285714,77.7042857142857,,
250,Hosur Road Extension Seg-14,Hosur Road Extension,13,NH,12.754285714285714,77.7042857142857,12.74,77.71,,
251,Hosur Road Extension Seg-15,Hosur Road Extension,14,NH,12.74,77.71,12.72625,77.71625,,
252,Hosur Road Extension Seg-16,Hosur Road Extension,15,NH,12.72625,77.71625,12.724655,77.71697499999999,,
253,Hosur Road Extension Seg-17,Hosur Road Extension,16,NH,12.724655,77.71697499999999,12.7125,77.7225,,
254,Hosur Road Extension Seg-18,Hosur Road Extension,17,NH,12.7125,77.7225,12.69875,77.72874999999999,,
255,Hosur Road Extension Seg-19,Hosur Road Extension,18,NH,12.69875,77.72874999999999,12.685,77.735,,
256,Hosur Road Extension Seg-20,Hosur Road Extension,19,NH,12.685,77.735,12.67125,77.74125000000001,,
257,Hosur Road Extension Seg-21,Hosur Road Extension,20,NH,12.67125,77.74125000000001,12.6575,77.7475,,
258,Hosur Road Extension Seg-22,Hosur Road Extension,21,NH,12.6575,77.7475,12.64375,77.75375,,
259,Hosur Road Extension Seg-23,Hosur Road Extension,22,NH,12.64375,77.75375,12.63,77.76,,
260,Mysore Road (NH-275) Seg-1,Mysore Road (NH-275),0,NH,12.955,77.55,12.9475,77.53666666666666,,
261,Mysore Road (NH-275) Seg-2,Mysore Road (NH-275),1,NH,12.9475,77.53666666666666,12.94,77.52333333333333,,
262,Mysore Road (NH-275) Seg-3,Mysore Road (NH-275),2,NH,12.94,77.52333333333333,12.932500000000001,77.50999999999999,,
263,Mysore Road (NH-275) Seg-4,Mysore Road (NH-275),3,NH,12.932500000000001,77.50999999999999,12.925,77.49666666666667,,
264,Mysore Road (NH-275) Seg-5,Mysore Road (NH-275),4,NH,12.925,77.49666666666667,12.9175,77.48333333333333,,
265,Mysore Road (NH-275) Seg-6,Mysore Road (NH-275),5,NH,12.9175,77.48333333333333,12.91,77.47,,
266,Mysore Road (NH-275) Seg-7,Mysore Road (NH-275),6,NH,12.91,77.47,12.9025,77.45625,,
267,Mysore Road (NH-275) Seg-8,Mysore Road (NH-275),7,NH,12.9025,77.45625,12.895,77.4425,,
268,Mysore Road (NH-275) Seg-9,Mysore Road (NH-275),8,NH,12.895,77.4425,12.8875,77.42875,,
269,Mysore Road (NH-275) Seg-10,Mysore Road (NH-275),9,NH,12.8875,77.42875,12.879999999999999,77.41499999999999,,
270,Mysore Road (NH-275) Seg-11,Mysore Road (NH-275),10,NH,12.879999999999999,77.41499999999999,12.8725,77.40125,,
271,Mysore Road (NH-275) Seg-12,Mysore Road (NH-275),11,NH,12.8725,77.40125,12.865,77.3875,,
272,Mysore Road (NH-275) Seg-13,Mysore Road (NH-275),12,NH,12.865,77.3875,12.8575,77.37375,,
273,Mysore Road (NH-275) Seg-14,Mysore Road (NH-275),13,NH,12.8575,77.37375,12.85,77.36,,
274,Mysore Road (NH-275) Seg-15,Mysore Road (NH-275),14,NH,12.85,77.36,12.843,77.346,,
275,Mysore Road (NH-275) Seg-16,Mysore Road (NH-275),15,NH,12.843,77.346,12.836,77.332,,
276,Mysore Road (NH-275) Seg-17,Mysore Road (NH-275),16,NH,12.836,77.332,12.828999999999999,77.318,,
277,Mysore Road (NH-275) Seg-18,Mysore Road (NH-275),17,NH,12.828999999999999,77.318,12.822,77.304,,
278,Mysore Road (NH-275) Seg-19,Mysore Road (NH-275),18,NH,12.822,77.304,12.815,77.28999999999999,,
279,Mysore Road (NH-275) Seg-20,Mysore Road (NH-275),19,NH,12.815,77.28999999999999,12.808,77.276,,
280,Mysore Road (NH-275) Seg-21,Mysore Road (NH-275),20,NH,12.808,77.276,12.801,77.262,,
281,Mysore Road (NH-275) Seg-22,Mysore Road (NH-275),21,NH,12.801,77.262,12.793999999999999,77.248,,
282,Mysore Road (NH-275) Seg-23,Mysore Road (NH-275),22,NH,12.793999999999999,77.248,12.786999999999999,77.234,,
283,Mysore Road (NH-275) Seg-24,Mysore Road (NH-275),23,NH,12.786999999999999,77.234,12.78,77.22,,
284,Sarjapur Road Seg-1,Sarjapur Road,0,SH,12.925,77.665,12.921428571428573,77.67285714285715,,
285,Sarjapur Road Seg-2,Sarjapur Road,1,SH,12.921428571428573,77.67285714285715,12.918750000000001,77.67875000000001,,
286,Sarjapur Road Seg-3,Sarjapur Road,2,SH,12.918750000000001,77.67875000000001,12.917857142857143,77.68071428571429,,
287,Sarjapur Road Seg-4,Sarjapur Road,3,SH,12.917857142857143,77.68071428571429,12.914285714285715,77.68857142857144,,
288,Sarjapur Road Seg-5,Sarjapur Road,4,SH,12.914285714285715,77.68857142857144,12.910714285714286,77.69642857142857,,
289,Sarjapur Road Seg-6,Sarjapur Road,5,SH,12.910714285714286,77.69642857142857,12.907142857142858,77.70428571428572,,
290,Sarjapur Road Seg-7,Sarjapur Road,6,SH,12.907142857142858,77.70428571428572,12.903571428571428,77.71214285714285,,
291,Sarjapur Road Seg-8,Sarjapur Road,7,SH,12.903571428571428,77.71214285714285,12.9,77.72,,
292,Sarjapur Road Seg-9,Sarjapur Road,8,SH,12.9,77.72,12.896666666666667,77.72777777777777,,
293,Sarjapur Road Seg-10,Sarjapur Road,9,SH,12.896666666666667,77.72777777777777,12.893333333333333,77.73555555555555,,
294,Sarjapur Road Seg-11,Sarjapur Road,10,SH,12.893333333333333,77.73555555555555,12.89,77.74333333333334,,
295,Sarjapur Road Seg-12,Sarjapur Road,11,SH,12.89,77.74333333333334,12.886666666666667,77.75111111111111,,
296,Sarjapur Road Seg-13,Sarjapur Road,12,SH,12.886666666666667,77.75111111111111,12.883333333333333,77.75888888888889,,
297,Sarjapur Road Seg-14,Sarjapur Road,13,SH,12.883333333333333,77.75888888888889,12.879999999999999,77.76666666666667,,
298,Sarjapur Road Seg-15,Sarjapur Road,14,SH,12.879999999999999,77.76666666666667,12.876666666666667,77.77444444444446,,
299,Sarjapur Road Seg-16,Sarjapur Road,15,SH,12.876666666666667,77.77444444444446,12.873333333333333,77.78222222222223,,
300,Sarjapur Road Seg-17,Sarjapur Road,16,SH,12.873333333333333,77.78222222222223,12.87,77.79,,
301,Sarjapur Road Seg-18,Sarjapur Road,17,SH,12.87,77.79,12.867777777777777,77.79777777777778,,
302,Sarjapur Road Seg-19,Sarjapur Road,18,SH,12.867777777777777,77.79777777777778,12.865555555555554,77.80555555555556,,
303,Sarjapur Road Seg-20,Sarjapur Road,19,SH,12.865555555555554,77.80555555555556,12.863333333333333,77.81333333333333,,
304,Sarjapur Road Seg-21,Sarjapur Road,20,SH,12.863333333333333,77.81333333333333,12.86111111111111,77.82111111111111,,
305,Sarjapur Road Seg-22,Sarjapur Road,21,SH,12.86111111111111,77.82111111111111,12.858888888888888,77.8288888888889,,
306,Sarjapur Road Seg-23,Sarjapur Road,22,SH,12.858888888888888,77.8288888888889,12.856666666666666,77.83666666666667,,
307,Sarjapur Road Seg-24,Sarjapur Road,23,SH,12.856666666666666,77.83666666666667,12.854444444444445,77.84444444444445,,
308,Sarjapur Road Seg-25,Sarjapur Road,24,SH,12.854444444444445,77.84444444444445,12.852222222222222,77.85222222222222,,
309,Sarjapur Road Seg-26,Sarjapur Road,25,SH,12.852222222222222,77.85222222222222,12.85,77.86,,
310,Outer Ring Road (ORR) Seg-1,Outer Ring Road (ORR),0,Ring,13.045,77.595,13.043461538461539,77.59884615384615,,
311,Outer Ring Road (ORR) Seg-2,Outer Ring Road (ORR),1,Ring,13.043461538461539,77.59884615384615,13.041923076923077,77.60269230769231,,
312,Outer Ring Road (ORR) Seg-3,Outer Ring Road (ORR),2,Ring,13.041923076923077,77.60269230769231,13.040384615384616,77.60653846153846,,
313,Outer Ring Road (ORR) Seg-4,Outer Ring Road (ORR),3,Ring,13.040384615384616,77.60653846153846,13.038846153846153,77.61038461538462,,
314,Outer Ring Road (ORR) Seg-5,Outer Ring Road (ORR),4,Ring,13.038846153846153,77.61038461538462,13.037307692307692,77.61423076923077,,
315,Outer Ring Road (ORR) Seg-6,Outer Ring Road (ORR),5,Ring,13.037307692307692,77.61423076923077,13.035769230769231,77.61807692307693,,
316,Outer Ring Road (ORR) Seg-7,Outer Ring Road (ORR),6,Ring,13.035769230769231,77.61807692307693,13.034230769230769,77.62192307692307,,
317,Outer Ring Road (ORR) Seg-8,Outer Ring Road (ORR),7,Ring,13.034230769230769,77.62192307692307,13.032692307692308,77.62576923076922,,
318,Outer Ring Road (ORR) Seg-9,Outer Ring Road (ORR),8,Ring,13.032692307692308,77.62576923076922,13.031153846153847,77.62961538461538,,
319,Outer Ring Road (ORR) Seg-10,Outer Ring Road (ORR),9,Ring,13.031153846153847,77.62961538461538,13.029615384615385,77.63346153846153,,
320,Outer Ring Road (ORR) Seg-11,Outer Ring Road (ORR),10,Ring,13.029615384615385,77.63346153846153,13.028076923076924,77.63730769230769,,
321,Outer Ring Road (ORR) Seg-12,Outer Ring Road (ORR),11,Ring,13.028076923076924,77.63730769230769,13.026538461538461,77.64115384615384,,
322,Outer Ring Road (ORR) Seg-13,Outer Ring Road (ORR),12,Ring,13.026538461538461,77.64115384615384,13.025,77.645,,
323,Outer Ring Road (ORR) Seg-14,Outer Ring Road (ORR),13,Ring,13.025,77.645,13.022666666666668,77.64833333333333,,
324,Outer Ring Road (ORR) Seg-15,Outer Ring Road (ORR),14,Ring,13.022666666666668,77.64833333333333,13.020333333333333,77.65166666666666,,
325,Outer Ring Road (ORR) Seg-16,Outer Ring Road (ORR),15,Ring,13.020333333333333,77.65166666666666,13.018,77.655,,
326,Outer Ring Road (ORR) Seg-17,Outer Ring Road (ORR),16,Ring,13.018,77.655,13.015666666666666,77.65833333333333,,
327,Outer Ring Road (ORR) Seg-18,Outer Ring Road (ORR),17,Ring,13.015666666666666,77.65833333333333,13.013333333333334,77.66166666666666,,
328,Outer Ring Road (ORR) Seg-19,Outer Ring Road (ORR),18,Ring,13.013333333333334,77.66166666666666,13.011000000000001,77.66499999999999,,
329,Outer Ring Road (ORR) Seg-20,Outer Ring Road (ORR),19,Ring,13.011000000000001,77.66499999999999,13.008666666666667,77.66833333333332,,
330,Outer Ring Road (ORR) Seg-21,Outer Ring Road (ORR),20,Ring,13.008666666666667,77.66833333333332,13.006333333333334,77.67166666666667,,
331,Outer Ring Road (ORR) Seg-22,Outer Ring Road (ORR),21,Ring,13.006333333333334,77.67166666666667,13.004,77.675,,
332,Outer Ring Road (ORR) Seg-23,Outer Ring Road (ORR),22,Ring,13.004,77.675,13.001666666666667,77.67833333333333,,
333,Outer Ring Road (ORR) Seg-24,Outer Ring Road (ORR),23,Ring,13.001666666666667,77.67833333333333,12.999333333333334,77.68166666666666,,
334,Outer Ring Road (ORR) Seg-25,Outer Ring Road (ORR),24,Ring,12.999333333333334,77.68166666666666,12.997,77.68499999999999,,
335,Outer Ring Road (ORR) Seg-26,Outer Ring Road (ORR),25,Ring,12.997,77.68499999999999,12.994666666666667,77.68833333333333,,
336,Outer Ring Road (ORR) Seg-27,Outer Ring Road (ORR),26,Ring,12.994666666666667,77.68833333333333,12.992333333333333,77.69166666666666,,
337,Outer Ring Road (ORR) Seg-28,Outer Ring Road (ORR),27,Ring,12.992333333333333,77.69166666666666,12.99,77.695,,
338,Outer Ring Road (ORR) Seg-29,Outer Ring Road (ORR),28,Ring,12.99,77.695,12.986071428571428,77.695,,
339,Outer Ring Road (ORR) Seg-30,Outer Ring Road (ORR),29,Ring,12.986071428571428,77.695,12.982142857142858,77.695,,
340,Outer Ring Road (ORR) Seg-31,Outer Ring Road (ORR),30,Ring,12.982142857142858,77.695,12.978214285714285,77.695,,
341,Outer Ring Road (ORR) Seg-32,Outer Ring Road (ORR),31,Ring,12.978214285714285,77.695,12.974285714285715,77.695,,
342,Outer Ring Road (ORR) Seg-33,Outer Ring Road (ORR),32,Ring,12.974285714285715,77.695,12.970357142857143,77.695,,
343,Outer Ring Road (ORR) Seg-34,Outer Ring Road (ORR),33,Ring,12.970357142857143,77.695,12.966428571428573,77.695,,
344,Outer Ring Road (ORR) Seg-35,Outer Ring Road (ORR),34,Ring,12.966428571428573,77.695,12.9625,77.695,,
345,Outer Ring Road (ORR) Seg-36,Outer Ring Road (ORR),35,Ring,12.9625,77.695,12.958571428571428,77.695,,
346,Outer Ring Road (ORR) Seg-37,Outer Ring Road (ORR),36,Ring,12.958571428571428,77.695,12.954642857142858,77.695,,
347,Outer Ring Road (ORR) Seg-38,Outer Ring Road (ORR),37,Ring,12.954642857142858,77.695,12.950714285714286,77.695,,
348,Outer Ring Road (ORR) Seg-39,Outer Ring Road (ORR),38,Ring,12.950714285714286,77.695,12.946785714285715,77.695,,
349,Outer Ring Road (ORR) Seg-40,Outer Ring Road (ORR),39,Ring,12.946785714285715,77.695,12.942857142857143,77.695,,
350,Outer Ring Road (ORR) Seg-41,Outer Ring Road (ORR),40,Ring,12.942857142857143,77.695,12.938928571428573,77.695,,
351,Outer Ring Road (ORR) Seg-42,Outer Ring Road (ORR),41,Ring,12.938928571428573,77.695,12.935,77.695,,
352,Outer Ring Road (ORR) Seg-43,Outer Ring Road (ORR),42,Ring,12.935,77.695,12.932187500000001,77.69218749999999,,
353,Outer Ring Road (ORR) Seg-44,Outer Ring Road (ORR),43,Ring,12.932187500000001,77.69218749999999,12.929375,77.689375,,
354,Outer Ring Road (ORR) Seg-45,Outer Ring Road (ORR),44,Ring,12.929375,77.689375,12.926562500000001,77.6865625,,
355,Outer Ring Road (ORR) Seg-46,Outer Ring Road (ORR),45,Ring,12.926562500000001,77.6865625,12.92375,77.68375,,
356,Outer Ring Road (ORR) Seg-47,Outer Ring Road (ORR),46,Ring,12.92375,77.68375,12.9209375,77.6809375,,
357,Outer Ring Road (ORR) Seg-48,Outer Ring Road (ORR),47,Ring,12.9209375,77.6809375,12.9187505,77.67875049999999,,
358,Outer Ring Road (ORR) Seg-49,Outer Ring Road (ORR),48,Ring,12.9187505,77.67875049999999,12.918125,77.678125,,
359,Outer Ring Road (ORR) Seg-50,Outer Ring Road (ORR),49,Ring,12.918125,77.678125,12.9153125,77.6753125,,
360,Outer Ring Road (ORR) Seg-51,Outer Ring Road (ORR),50,Ring,12.9153125,77.6753125,12.912500000000001,77.6725,,
361,Outer Ring Road (ORR) Seg-52,Outer Ring Road (ORR),51,Ring,12.912500000000001,77.6725,12.9096875,77.6696875,,
362,Outer Ring Road (ORR) Seg-53,Outer Ring Road (ORR),52,Ring,12.9096875,77.6696875,12.906875000000001,77.666875,,
363,Outer Ring Road (ORR) Seg-54,Outer Ring Road (ORR),53,Ring,12.906875000000001,77.666875,12.9040625,77.6640625,,
364,Outer Ring Road (ORR) Seg-55,Outer Ring Road (ORR),54,Ring,12.9040625,77.6640625,12.901250000000001,77.66125,,
365,Outer Ring Road (ORR) Seg-56,Outer Ring Road (ORR),55,Ring,12.901250000000001,77.66125,12.8984375,77.6584375,,
366,Outer Ring Road (ORR) Seg-57,Outer Ring Road (ORR),56,Ring,12.8984375,77.6584375,12.895625,77.655625,,
367,Outer Ring Road (ORR) Seg-58,Outer Ring Road (ORR),57,Ring,12.895625,77.655625,12.8928125,77.65281250000001,,
368,Outer Ring Road (ORR) Seg-59,Outer Ring Road (ORR),58,Ring,12.8928125,77.65281250000001,12.89,77.65,,
369,Outer Ring Road (ORR) Seg-60,Outer Ring Road (ORR),59,Ring,12.89,77.65,12.89,77.647778,,
370,Outer Ring Road (ORR) Seg-61,Outer Ring Road (ORR),60,Ring,12.89,77.647778,12.89,77.64576923076923,,
371,Outer Ring Road (ORR) Seg-62,Outer Ring Road (ORR),61,Ring,12.89,77.64576923076923,12.89,77.64153846153846,,
372,Outer Ring Road (ORR) Seg-63,Outer Ring Road (ORR),62,Ring,12.89,77.64153846153846,12.89,77.6373076923077,,
373,Outer Ring Road (ORR) Seg-64,Outer Ring Road (ORR),63,Ring,12.89,77.6373076923077,12.89,77.63307692307693,,
374,Outer Ring Road (ORR) Seg-65,Outer Ring Road (ORR),64,Ring,12.89,77.63307692307693,12.89,77.62884615384615,,
375,Outer Ring Road (ORR) Seg-66,Outer Ring Road (ORR),65,Ring,12.89,77.62884615384615,12.89,77.62461538461538,,
376,Outer Ring Road (ORR) Seg-67,Outer Ring Road (ORR),66,Ring,12.89,77.62461538461538,12.89,77.62038461538462,,
