segment_id,road_name,corridor_base,corridor_seq,corridor_type,functional_class,urban_rural_flag,segment_length_km,lane_count,median_presence,intersection_density,posted_speed_limit,start_lat,start_lon,end_lat,end_lon,geometry,dist_from_center_km
304,Sarjapur Road Seg-21,Sarjapur Road,20,SH,Highway,Rural,0.879,8,True,0.26,70,12.863333333333332,77.81333333333333,12.86111111111111,77.82111111111111,"LINESTRING(77.813333 12.863333, 77.821111 12.861111)",26.59
305,Sarjapur Road Seg-22,Sarjapur Road,21,SH,Highway,Rural,0.879,7,True,0.23,80,12.86111111111111,77.82111111111111,12.858888888888888,77.8288888888889,"LINESTRING(77.821111 12.861111, 77.828889 12.858889)",27.45
306,Sarjapur Road Seg-23,Sarjapur Road,22,SH,Highway,Rural,0.879,7,True,0.2,90,12.858888888888888,77.8288888888889,12.856666666666666,77.83666666666667,"LINESTRING(77.828889 12.858889, 77.836667 12.856667)",28.32
307,Sarjapur Road Seg-24,Sarjapur Road,23,SH,Highway,Rural,0.879,5,True,0.2,80,12.856666666666666,77.83666666666667,12.854444444444445,77.84444444444445,"LINESTRING(77.836667 12.856667, 77.844444 12.854444)",29.18
308,Sarjapur Road Seg-25,Sarjapur Road,24,SH,Highway,Rural,0.879,7,True,0.16,80,12.854444444444445,77.84444444444445,12.852222222222222,77.85222222222222,"LINESTRING(77.844444 12.854444, 77.852222 12.852222)",30.05
309,Sarjapur Road Seg-26,Sarjapur Road,25,SH,Highway,Rural,0.879,4,True,0.16,90,12.852222222222222,77.85222222222222,12.85,77.86,"LINESTRING(77.852222 12.852222, 77.86 12.85)",30.92
310,Outer Ring Road (ORR) Seg-1,Outer Ring Road (ORR),0,Ring,Arterial,Urban,0.45,5,True,1.63,40,13.045,77.595,13.04346153846154,77.59884615384615,"LINESTRING(77.595 13.045, 77.598846 13.043462)",8.16
311,Outer Ring Road (ORR) Seg-2,Outer Ring Road (ORR),1,Ring,Arterial,Urban,0.45,6,True,1.81,40,13.04346153846154,77.59884615384615,13.041923076923077,77.60269230769231,"LINESTRING(77.598846 13.043462, 77.602692 13.041923)",8.0
312,Outer Ring Road (ORR) Seg-3,Outer Ring Road (ORR),2,Ring,Arterial,Urban,0.45,6,False,2.14,50,13.041923076923077,77.60269230769231,13.040384615384616,77.60653846153846,"LINESTRING(77.602692 13.041923, 77.606538 13.040385)",7.87
313,Outer Ring Road (ORR) Seg-4,Outer Ring Road (ORR),3,Ring,Arterial,Urban,0.45,3,True,1.88,50,13.040384615384616,77.60653846153846,13.038846153846151,77.61038461538462,"LINESTRING(77.606538 13.040385, 77.610385 13.038846)",7.76
314,Outer Ring Road (ORR) Seg-5,Outer Ring Road (ORR),4,Ring,Arterial,Urban,0.45,3,True,1.82,40,13.038846153846151,77.61038461538462,13.037307692307692,77.61423076923077,"LINESTRING(77.610385 13.038846, 77.614231 13.037308)",7.67
315,Outer Ring Road (ORR) Seg-6,Outer Ring Road (ORR),5,Ring,Arterial,Urban,0.45,5,True,2.02,50,13.037307692307692,77.61423076923077,13.035769230769231,77.61807692307693,"LINESTRING(77.614231 13.037308, 77.618077 13.035769)",7.61
316,Outer Ring Road (ORR) Seg-7,Outer Ring Road (ORR),6,Ring,Arterial,Urban,0.45,3,True,1.68,50,13.035769230769231,77.61807692307693,13.034230769230769,77.62192307692307,"LINESTRING(77.618077 13.035769, 77.621923 13.034231)",7.58
317,Outer Ring Road (ORR) Seg-8,Outer Ring Road (ORR),7,Ring,Arterial,Urban,0.45,5,True,2.06,40,13.034230769230769,77.62192307692307,13.032692307692308,77.62576923076922,"LINESTRING(77.621923 13.034231, 77.625769 13.032692)",7.57
318,Outer Ring Road (ORR) Seg-9,Outer Ring Road (ORR),8,Ring,Arterial,Urban,0.45,3,False,1.47,50,13.032692307692308,77.62576923076922,13.031153846153847,77.62961538461538,"LINESTRING(77.625769 13.032692, 77.629615 13.031154)",7.59
319,Outer Ring Road (ORR) Seg-10,Outer Ring Road (ORR),9,Ring,Arterial,Urban,0.45,2,True,1.62,40,13.031153846153847,77.62961538461538,13.029615384615385,77.63346153846153,"LINESTRING(77.629615 13.031154, 77.633462 13.029615)",7.63
320,Outer Ring Road (ORR) Seg-11,Outer Ring Road (ORR),10,Ring,Arterial,Urban,0.45,2,True,1.58,50,13.029615384615385,77.63346153846153,13.028076923076924,77.63730769230769,"LINESTRING(77.633462 13.029615, 77.637308 13.028077)",7.7
321,Outer Ring Road (ORR) Seg-12,Outer Ring Road (ORR),11,Ring,Arterial,Urban,0.45,4,False,1.63,40,13.028076923076924,77.63730769230769,13.02653846153846,77.64115384615384,"LINESTRING(77.637308 13.028077, 77.641154 13.026538)",7.8
322,Outer Ring Road (ORR) Seg-13,Outer Ring Road (ORR),12,Ring,Arterial,Urban,0.45,3,True,2.12,40,13.02653846153846,77.64115384615384,13.025,77.645,"LINESTRING(77.641154 13.026538, 77.645 13.025)",7.92
323,Outer Ring Road (ORR) Seg-14,Outer Ring Road (ORR),13,Ring,Arterial,Urban,0.445,3,True,1.45,50,13.025,77.645,13.022666666666668,77.64833333333333,"LINESTRING(77.645 13.025, 77.648333 13.022667)",8.07
324,Outer Ring Road (ORR) Seg-15,Outer Ring Road (ORR),14,Ring,Arterial,Urban,0.445,6,False,1.64,50,13.022666666666668,77.64833333333333,13.020333333333332,77.65166666666666,"LINESTRING(77.648333 13.022667, 77.651667 13.020333)",8.13
325,Outer Ring Road (ORR) Seg-16,Outer Ring Road (ORR),15,Ring,Arterial,Urban,0.445,6,False,1.83,40,13.020333333333332,77.65166666666666,13.018,77.655,"LINESTRING(77.651667 13.020333, 77.655 13.018)",8.22
326,Outer Ring Road (ORR) Seg-17,Outer Ring Road (ORR),16,Ring,Arterial,Urban,0.445,6,False,1.92,40,13.018,77.655,13.015666666666666,77.65833333333333,"LINESTRING(77.655 13.018, 77.658333 13.015667)",8.33
327,Outer Ring Road (ORR) Seg-18,Outer Ring Road (ORR),17,Ring,Arterial,Urban,0.445,4,True,1.96,60,13.015666666666666,77.65833333333333,13.013333333333334,77.66166666666666,"LINESTRING(77.658333 13.015667, 77.661667 13.013333)",8.47
328,Outer Ring Road (ORR) Seg-19,Outer Ring Road (ORR),18,Ring,Arterial,Urban,0.445,2,True,1.68,40,13.013333333333334,77.66166666666666,13.011,77.66499999999999,"LINESTRING(77.661667 13.013333, 77.665 13.011)",8.62
329,Outer Ring Road (ORR) Seg-20,Outer Ring Road (ORR),19,Ring,Arterial,Urban,0.445,5,True,1.55,50,13.011,77.66499999999999,13.008666666666668,77.66833333333332,"LINESTRING(77.665 13.011, 77.668333 13.008667)",8.8
330,Outer Ring Road (ORR) Seg-21,Outer Ring Road (ORR),20,Ring,Arterial,Urban,0.445,5,True,1.98,50,13.008666666666668,77.66833333333332,13.006333333333334,77.67166666666667,"LINESTRING(77.668333 13.008667, 77.671667 13.006333)",8.99
331,Outer Ring Road (ORR) Seg-22,Outer Ring Road (ORR),21,Ring,Arterial,Urban,0.445,6,True,1.46,50,13.006333333333334,77.67166666666667,13.004,77.675,"LINESTRING(77.671667 13.006333, 77.675 13.004)",9.2
332,Outer Ring Road (ORR) Seg-23,Outer Ring Road (ORR),22,Ring,Arterial,Urban,0.445,4,True,1.41,40,13.004,77.675,13.001666666666669,77.67833333333333,"LINESTRING(77.675 13.004, 77.678333 13.001667)",9.43
333,Outer Ring Road (ORR) Seg-24,Outer Ring Road (ORR),23,Ring,Arterial,Urban,0.445,2,False,1.52,40,13.001666666666669,77.67833333333333,12.999333333333334,77.68166666666666,"LINESTRING(77.678333 13.001667, 77.681667 12.999333)",9.67
334,Outer Ring Road (ORR) Seg-25,Outer Ring Road (ORR),24,Ring,Arterial,Urban,0.445,4,True,1.68,40,12.999333333333334,77.68166666666666,12.997,77.68499999999999,"LINESTRING(77.681667 12.999333, 77.685 12.997)",9.93
335,Outer Ring Road (ORR) Seg-26,Outer Ring Road (ORR),25,Ring,Arterial,Peri-Urban,0.445,4,True,1.96,60,12.997,77.68499999999999,12.994666666666667,77.68833333333333,"LINESTRING(77.685 12.997, 77.688333 12.994667)",10.19
336,Outer Ring Road (ORR) Seg-27,Outer Ring Road (ORR),26,Ring,Arterial,Peri-Urban,0.445,5,False,1.8,50,12.994666666666667,77.68833333333333,12.992333333333333,77.69166666666666,"LINESTRING(77.688333 12.994667, 77.691667 12.992333)",10.48
337,Outer Ring Road (ORR) Seg-28,Outer Ring Road (ORR),27,Ring,Arterial,Peri-Urban,0.445,3,True,1.68,40,12.992333333333333,77.69166666666666,12.99,77.695,"LINESTRING(77.691667 12.992333, 77.695 12.99)",10.77
338,Outer Ring Road (ORR) Seg-29,Outer Ring Road (ORR),28,Ring,Arterial,Peri-Urban,0.437,3,True,1.63,40,12.99,77.695,12.986071428571428,77.695,"LINESTRING(77.695 12.99, 77.695 12.986071)",11.07
339,Outer Ring Road (ORR) Seg-30,Outer Ring Road (ORR),29,Ring,Arterial,Peri-Urban,0.437,2,True,1.75,50,12.986071428571428,77.695,12.982142857142858,77.695,"LINESTRING(77.695 12.986071, 77.695 12.982143)",11.0
340,Outer Ring Road (ORR) Seg-31,Outer Ring Road (ORR),30,Ring,Arterial,Peri-Urban,0.437,6,False,1.71,60,12.982142857142858,77.695,12.978214285714284,77.695,"LINESTRING(77.695 12.982143, 77.695 12.978214)",10.94
341,Outer Ring Road (ORR) Seg-32,Outer Ring Road (ORR),31,Ring,Arterial,Peri-Urban,0.437,5,False,1.52,40,12.978214285714284,77.695,12.974285714285717,77.695,"LINESTRING(77.695 12.978214, 77.695 12.974286)",10.9
342,Outer Ring Road (ORR) Seg-33,Outer Ring Road (ORR),32,Ring,Arterial,Peri-Urban,0.437,4,False,1.37,50,12.974285714285717,77.695,12.970357142857145,77.695,"LINESTRING(77.695 12.974286, 77.695 12.970357)",10.88
343,Outer Ring Road (ORR) Seg-34,Outer Ring Road (ORR),33,Ring,Arterial,Peri-Urban,0.437,3,False,1.44,50,12.970357142857145,77.695,12.966428571428573,77.695,"LINESTRING(77.695 12.970357, 77.695 12.966429)",10.88
344,Outer Ring Road (ORR) Seg-35,Outer Ring Road (ORR),34,Ring,Arterial,Peri-Urban,0.437,5,True,1.81,40,12.966428571428573,77.695,12.9625,77.695,"LINESTRING(77.695 12.966429, 77.695 12.9625)",10.89
345,Outer Ring Road (ORR) Seg-36,Outer Ring Road (ORR),35,Ring,Arterial,Peri-Urban,0.437,4,True,1.72,40,12.9625,77.695,12.958571428571428,77.695,"LINESTRING(77.695 12.9625, 77.695 12.958571)",10.93
346,Outer Ring Road (ORR) Seg-37,Outer Ring Road (ORR),36,Ring,Arterial,Peri-Urban,0.437,5,False,1.82,50,12.958571428571428,77.695,12.954642857142858,77.695,"LINESTRING(77.695 12.958571, 77.695 12.954643)",10.98
347,Outer Ring Road (ORR) Seg-38,Outer Ring Road (ORR),37,Ring,Arterial,Peri-Urban,0.437,2,False,1.33,50,12.954642857142858,77.695,12.950714285714286,77.695,"LINESTRING(77.695 12.954643, 77.695 12.950714)",11.04
348,Outer Ring Road (ORR) Seg-39,Outer Ring Road (ORR),38,Ring,Arterial,Peri-Urban,0.437,2,False,1.88,50,12.950714285714286,77.695,12.946785714285715,77.695,"LINESTRING(77.695 12.950714, 77.695 12.946786)",11.12
349,Outer Ring Road (ORR) Seg-40,Outer Ring Road (ORR),39,Ring,Arterial,Peri-Urban,0.437,5,False,1.54,40,12.946785714285715,77.695,12.942857142857145,77.695,"LINESTRING(77.695 12.946786, 77.695 12.942857)",11.22
350,Outer Ring Road (ORR) Seg-41,Outer Ring Road (ORR),40,Ring,Arterial,Peri-Urban,0.437,2,False,1.88,50,12.942857142857145,77.695,12.938928571428573,77.695,"LINESTRING(77.695 12.942857, 77.695 12.938929)",11.34
351,Outer Ring Road (ORR) Seg-42,Outer Ring Road (ORR),41,Ring,Arterial,Peri-Urban,0.437,5,True,1.66,40,12.938928571428573,77.695,12.935,77.695,"LINESTRING(77.695 12.938929, 77.695 12.935)",11.47
352,Outer Ring Road (ORR) Seg-43,Outer Ring Road (ORR),42,Ring,Arterial,Peri-Urban,0.437,4,False,1.62,50,12.935,77.695,12.9321875,77.69218749999999,"LINESTRING(77.695 12.935, 77.692187 12.932188)",11.62
353,Outer Ring Road (ORR) Seg-44,Outer Ring Road (ORR),43,Ring,Arterial,Peri-Urban,0.437,2,True,1.8,40,12.9321875,77.69218749999999,12.929375,77.689375,"LINESTRING(77.692187 12.932188, 77.689375 12.929375)",11.45
354,Outer Ring Road (ORR) Seg-45,Outer Ring Road (ORR),44,Ring,Arterial,Peri-Urban,0.437,5,True,1.69,60,12.929375,77.689375,12.9265625,77.6865625,"LINESTRING(77.689375 12.929375, 77.686562 12.926562)",11.29
355,Outer Ring Road (ORR) Seg-46,Outer Ring Road (ORR),45,Ring,Arterial,Peri-Urban,0.437,5,False,1.73,40,12.9265625,77.6865625,12.92375,77.68375,"LINESTRING(77.686562 12.926562, 77.68375 12.92375)",11.15
356,Outer Ring Road (ORR) Seg-47,Outer Ring Road (ORR),46,Ring,Arterial,Peri-Urban,0.437,6,False,1.4,40,12.92375,77.68375,12.9209375,77.6809375,"LINESTRING(77.68375 12.92375, 77.680938 12.920938)",11.03
357,Outer Ring Road (ORR) Seg-48,Outer Ring Road (ORR),47,Ring,Arterial,Peri-Urban,0.34,6,False,1.7,40,12.9209375,77.6809375,12.9187505,77.67875049999999,"LINESTRING(77.680938 12.920938, 77.67875 12.91875)",10.92
358,Outer Ring Road (ORR) Seg-49,Outer Ring Road (ORR),48,Ring,Arterial,Peri-Urban,0.097,5,True,1.54,60,12.9187505,77.67875049999999,12.918125,77.678125,"LINESTRING(77.67875 12.91875, 77.678125 12.918125)",10.85
359,Outer Ring Road (ORR) Seg-50,Outer Ring Road (ORR),49,Ring,Arterial,Peri-Urban,0.437,6,True,1.36,50,12.918125,77.678125,12.9153125,77.6753125,"LINESTRING(77.678125 12.918125, 77.675312 12.915312)",10.83
360,Outer Ring Road (ORR) Seg-51,Outer Ring Road (ORR),50,Ring,Arterial,Peri-Urban,0.437,2,True,1.4,50,12.9153125,77.6753125,12.9125,77.6725,"LINESTRING(77.675312 12.915312, 77.6725 12.9125)",10.76
361,Outer Ring Road (ORR) Seg-52,Outer Ring Road (ORR),51,Ring,Arterial,Peri-Urban,0.437,6,False,1.63,50,12.9125,77.6725,12.9096875,77.6696875,"LINESTRING(77.6725 12.9125, 77.669688 12.909688)",10.7
362,Outer Ring Road (ORR) Seg-53,Outer Ring Road (ORR),52,Ring,Arterial,Peri-Urban,0.437,6,False,1.49,40,12.9096875,77.6696875,12.906875,77.666875,"LINESTRING(77.669688 12.909688, 77.666875 12.906875)",10.66
363,Outer Ring Road (ORR) Seg-54,Outer Ring Road (ORR),53,Ring,Arterial,Peri-Urban,0.437,5,True,1.82,50,12.906875,77.666875,12.9040625,77.6640625,"LINESTRING(77.666875 12.906875, 77.664062 12.904062)",10.64
364,Outer Ring Road (ORR) Seg-55,Outer Ring Road (ORR),54,Ring,Arterial,Peri-Urban,0.437,6,False,1.4,40,12.9040625,77.6640625,12.90125,77.66125,"LINESTRING(77.664062 12.904062, 77.66125 12.90125)",10.63
365,Outer Ring Road (ORR) Seg-56,Outer Ring Road (ORR),55,Ring,Arterial,Peri-Urban,0.437,5,True,1.32,50,12.90125,77.66125,12.8984375,77.6584375,"LINESTRING(77.66125 12.90125, 77.658438 12.898438)",10.65
366,Outer Ring Road (ORR) Seg-57,Outer Ring Road (ORR),56,Ring,Arterial,Peri-Urban,0.437,6,True,1.97,40,12.8984375,77.6584375,12.895625,77.655625,"LINESTRING(77.658438 12.898438, 77.655625 12.895625)",10.68
367,Outer Ring Road (ORR) Seg-58,Outer Ring Road (ORR),57,Ring,Arterial,Peri-Urban,0.437,6,False,1.52,40,12.895625,77.655625,12.8928125,77.65281250000001,"LINESTRING(77.655625 12.895625, 77.652813 12.892812)",10.73
368,Outer Ring Road (ORR) Seg-59,Outer Ring Road (ORR),58,Ring,Arterial,Peri-Urban,0.437,4,True,1.64,50,12.8928125,77.65281250000001,12.89,77.65,"LINESTRING(77.652813 12.892812, 77.65 12.89)",10.8
369,Outer Ring Road (ORR) Seg-60,Outer Ring Road (ORR),59,Ring,Arterial,Peri-Urban,0.241,6,True,1.44,50,12.89,77.65,12.89,77.647778,"LINESTRING(77.65 12.89, 77.647778 12.89)",10.88
370,Outer Ring Road (ORR) Seg-61,Outer Ring Road (ORR),60,Ring,Arterial,Peri-Urban,0.218,6,True,1.45,50,12.89,77.647778,12.89,77.64576923076923,"LINESTRING(77.647778 12.89, 77.645769 12.89)",10.75
371,Outer Ring Road (ORR) Seg-62,Outer Ring Road (ORR),61,Ring,Arterial,Peri-Urban,0.459,3,False,1.58,60,12.89,77.64576923076923,12.89,77.64153846153846,"LINESTRING(77.645769 12.89, 77.641538 12.89)",10.63
372,Outer Ring Road (ORR) Seg-63,Outer Ring Road (ORR),62,Ring,Arterial,Peri-Urban,0.459,2,False,1.85,40,12.89,77.64153846153846,12.89,77.6373076923077,"LINESTRING(77.641538 12.89, 77.637308 12.89)",10.4
373,Outer Ring Road (ORR) Seg-64,Outer Ring Road (ORR),63,Ring,Arterial,Peri-Urban,0.459,2,False,1.36,40,12.89,77.6373076923077,12.89,77.63307692307693,"LINESTRING(77.637308 12.89, 77.633077 12.89)",10.19
374,Outer Ring Road (ORR) Seg-65,Outer Ring Road (ORR),64,Ring,Arterial,Urban,0.459,2,False,1.91,50,12.89,77.63307692307693,12.89,77.62884615384615,"LINESTRING(77.633077 12.89, 77.628846 12.89)",9.99
375,Outer Ring Road (ORR) Seg-66,Outer Ring Road (ORR),65,Ring,Arterial,Urban,0.459,4,True,2.02,40,12.89,77.62884615384615,12.89,77.62461538461538,"LINESTRING(77.628846 12.89, 77.624615 12.89)",9.8
376,Outer Ring Road (ORR) Seg-67,Outer Ring Road (ORR),66,Ring,Arterial,Urban,0.459,2,True,1.74,50,12.89,77.62461538461538,12.89,77.62038461538462,"LINESTRING(77.624615 12.89, 77.620385 12.89)",9.64
377,Outer Ring Road (ORR) Seg-68,Outer Ring Road (ORR),67,Ring,Arterial,Urban,0.459,3,False,1.61,40,12.89,77.62038461538462,12.89,77.61615384615385,"LINESTRING(77.620385 12.89, 77.616154 12.89)",9.49
378,Outer Ring Road (ORR) Seg-69,Outer Ring Road (ORR),68,Ring,Arterial,Urban,0.459,3,False,1.53,50,12.89,77.61615384615385,12.89,77.61192307692308,"LINESTRING(77.616154 12.89, 77.611923 12.89)",9.37
379,Outer Ring Road (ORR) Seg-70,Outer Ring Road (ORR),69,Ring,Arterial,Urban,0.11,5,True,1.5,40,12.89,77.61192307692308,12.89,77.6109115,"LINESTRING(77.611923 12.89, 77.610912 12.89)",9.27
380,Outer Ring Road (ORR) Seg-71,Outer Ring Road (ORR),70,Ring,Arterial,Urban,0.349,3,True,1.6,40,12.89,77.6109115,12.89,77.6076923076923,"LINESTRING(77.610912 12.89, 77.607692 12.89)",9.24
381,Outer Ring Road (ORR) Seg-72,Outer Ring Road (ORR),71,Ring,Arterial,Urban,0.459,6,False,1.97,40,12.89,77.6076923076923,12.89,77.60346153846154,"LINESTRING(77.607692 12.89, 77.603462 12.89)",9.18
382,Outer Ring Road (ORR) Seg-73,Outer Ring Road (ORR),72,Ring,Arterial,Urban,0.459,2,False,1.39,50,12.89,77.60346153846154,12.89,77.59923076923077,"LINESTRING(77.603462 12.89, 77.599231 12.89)",9.12
383,Outer Ring Road (ORR) Seg-74,Outer Ring Road (ORR),73,Ring,Arterial,Urban,0.459,6,True,1.93,50,12.89,77.59923076923077,12.89,77.595,"LINESTRING(77.599231 12.89, 77.595 12.89)",9.09
384,Outer Ring Road (ORR) Seg-75,Outer Ring Road (ORR),74,Ring,Arterial,Urban,0.457,4,False,1.85,50,12.89,77.595,12.891875,77.59125,"LINESTRING(77.595 12.89, 77.59125 12.891875)",9.07
385,Outer Ring Road (ORR) Seg-76,Outer Ring Road (ORR),75,Ring,Arterial,Urban,0.457,3,False,1.41,50,12.891875,77.59125,12.89375,77.5875,"LINESTRING(77.59125 12.891875, 77.5875 12.89375)",8.87
386,Outer Ring Road (ORR) Seg-77,Outer Ring Road (ORR),76,Ring,Arterial,Urban,0.457,2,True,1.45,40,12.89375,77.5875,12.895625,77.58375,"LINESTRING(77.5875 12.89375, 77.58375 12.895625)",8.69
387,Outer Ring Road (ORR) Seg-78,Outer Ring Road (ORR),77,Ring,Arterial,Urban,0.457,3,False,1.93,50,12.895625,77.58375,12.8975,77.58,"LINESTRING(77.58375 12.895625, 77.58 12.8975)",8.53
388,Outer Ring Road (ORR) Seg-79,Outer Ring Road (ORR),78,Ring,Arterial,Urban,0.457,4,False,1.89,50,12.8975,77.58,12.899375,77.57625,"LINESTRING(77.58 12.8975, 77.57625 12.899375)",8.39
389,Outer Ring Road (ORR) Seg-80,Outer Ring Road (ORR),79,Ring,Arterial,Urban,0.457,2,True,1.64,40,12.899375,77.57625,12.90125,77.57249999999999,"LINESTRING(77.57625 12.899375, 77.5725 12.90125)",8.27
390,Outer Ring Road (ORR) Seg-81,Outer Ring Road (ORR),80,Ring,Arterial,Urban,0.457,2,True,2.04,40,12.90125,77.57249999999999,12.903125,77.56875,"LINESTRING(77.5725 12.90125, 77.56875 12.903125)",8.18
391,Outer Ring Road (ORR) Seg-82,Outer Ring Road (ORR),81,Ring,Arterial,Urban,0.457,2,True,1.58,40,12.903125,77.56875,12.905,77.565,"LINESTRING(77.56875 12.903125, 77.565 12.905)",8.11
392,Outer Ring Road (ORR) Seg-83,Outer Ring Road (ORR),82,Ring,Arterial,Urban,0.457,5,False,1.74,50,12.905,77.565,12.906875,77.56125,"LINESTRING(77.565 12.905, 77.56125 12.906875)",8.07
393,Outer Ring Road (ORR) Seg-84,Outer Ring Road (ORR),83,Ring,Arterial,Urban,0.457,2,False,1.51,50,12.906875,77.56125,12.90875,77.5575,"LINESTRING(77.56125 12.906875, 77.5575 12.90875)",8.05
394,Outer Ring Road (ORR) Seg-85,Outer Ring Road (ORR),84,Ring,Arterial,Urban,0.457,2,False,1.89,40,12.90875,77.5575,12.910625,77.55375,"LINESTRING(77.5575 12.90875, 77.55375 12.910625)",8.06
395,Outer Ring Road (ORR) Seg-86,Outer Ring Road (ORR),85,Ring,Arterial,Urban,0.457,4,False,1.49,50,12.910625,77.55375,12.9125,77.55,"LINESTRING(77.55375 12.910625, 77.55 12.9125)",8.1
396,Outer Ring Road (ORR) Seg-87,Outer Ring Road (ORR),86,Ring,Arterial,Urban,0.457,3,True,1.55,50,12.9125,77.55,12.914375,77.54625,"LINESTRING(77.55 12.9125, 77.54625 12.914375)",8.16
397,Outer Ring Road (ORR) Seg-88,Outer Ring Road (ORR),87,Ring,Arterial,Urban,0.457,4,False,1.97,50,12.914375,77.54625,12.91625,77.54249999999999,"LINESTRING(77.54625 12.914375, 77.5425 12.91625)",8.24
398,Outer Ring Road (ORR) Seg-89,Outer Ring Road (ORR),88,Ring,Arterial,Urban,0.457,6,True,1.77,40,12.91625,77.54249999999999,12.918125,77.53875,"LINESTRING(77.5425 12.91625, 77.53875 12.918125)",8.35
399,Outer Ring Road (ORR) Seg-90,Outer Ring Road (ORR),89,Ring,Arterial,Urban,0.457,6,False,1.88,40,12.918125,77.53875,12.92,77.535,"LINESTRING(77.53875 12.918125, 77.535 12.92)",8.48
400,Outer Ring Road (ORR) Seg-91,Outer Ring Road (ORR),90,Ring,Arterial,Urban,0.46,4,True,1.92,50,12.92,77.535,12.923571428571428,77.53285714285714,"LINESTRING(77.535 12.92, 77.532857 12.923571)",8.64
401,Outer Ring Road (ORR) Seg-92,Outer Ring Road (ORR),91,Ring,Arterial,Urban,0.46,5,True,1.84,50,12.923571428571428,77.53285714285714,12.927142857142858,77.53071428571428,"LINESTRING(77.532857 12.923571, 77.530714 12.927143)",8.56
402,Outer Ring Road (ORR) Seg-93,Outer Ring Road (ORR),92,Ring,Arterial,Urban,0.46,6,False,1.55,50,12.927142857142858,77.53071428571428,12.930714285714286,77.52857142857142,"LINESTRING(77.530714 12.927143, 77.528571 12.930714)",8.51
403,Outer Ring Road (ORR) Seg-94,Outer Ring Road (ORR),93,Ring,Arterial,Urban,0.46,4,False,1.91,50,12.930714285714286,77.52857142857142,12.934285714285714,77.52642857142857,"LINESTRING(77.528571 12.930714, 77.526429 12.934286)",8.48
404,Outer Ring Road (ORR) Seg-95,Outer Ring Road (ORR),94,Ring,Arterial,Urban,0.46,5,True,1.49,40,12.934285714285714,77.52642857142857,12.937857142857142,77.52428571428571,"LINESTRING(77.526429 12.934286, 77.524286 12.937857)",8.47
405,Outer Ring Road (ORR) Seg-96,Outer Ring Road (ORR),95,Ring,Arterial,Urban,0.258,3,True,1.6,50,12.937857142857142,77.52428571428571,12.93986,77.523084,"LINESTRING(77.524286 12.937857, 77.523084 12.93986)",8.49
406,Outer Ring Road (ORR) Seg-97,Outer Ring Road (ORR),96,Ring,Arterial,Urban,0.202,5,False,1.73,40,12.93986,77.523084,12.941428571428572,77.52214285714285,"LINESTRING(77.523084 12.93986, 77.522143 12.941429)",8.52
407,Outer Ring Road (ORR) Seg-98,Outer Ring Road (ORR),97,Ring,Arterial,Urban,0.46,3,True,1.49,50,12.941428571428572,77.52214285714285,12.945,77.52,"LINESTRING(77.522143 12.941429, 77.52 12.945)",8.54
408,Outer Ring Road (ORR) Seg-99,Outer Ring Road (ORR),98,Ring,Arterial,Urban,0.46,2,True,1.48,50,12.945,77.52,12.948571428571428,77.51785714285714,"LINESTRING(77.52 12.945, 77.517857 12.948571)",8.61
409,Outer Ring Road (ORR) Seg-100,Outer Ring Road (ORR),99,Ring,Arterial,Urban,0.46,5,True,1.86,50,12.948571428571428,77.51785714285714,12.952142857142858,77.51571428571428,"LINESTRING(77.517857 12.948571, 77.515714 12.952143)",8.7
410,Outer Ring Road (ORR) Seg-101,Outer Ring Road (ORR),100,Ring,Arterial,Urban,0.46,4,False,1.92,40,12.952142857142858,77.51571428571428,12.955714285714286,77.51357142857142,"LINESTRING(77.515714 12.952143, 77.513571 12.955714)",8.82
411,Outer Ring Road (ORR) Seg-102,Outer Ring Road (ORR),101,Ring,Arterial,Urban,0.46,3,True,1.65,40,12.955714285714286,77.51357142857142,12.959285714285716,77.51142857142857,"LINESTRING(77.513571 12.955714, 77.511429 12.959286)",8.96
412,Outer Ring Road (ORR) Seg-103,Outer Ring Road (ORR),102,Ring,Arterial,Urban,0.46,2,False,1.65,40,12.959285714285716,77.51142857142857,12.962857142857144,77.50928571428571,"LINESTRING(77.511429 12.959286, 77.509286 12.962857)",9.12
413,Outer Ring Road (ORR) Seg-104,Outer Ring Road (ORR),103,Ring,Arterial,Urban,0.46,3,True,1.52,50,12.962857142857144,77.50928571428571,12.966428571428573,77.50714285714285,"LINESTRING(77.509286 12.962857, 77.507143 12.966429)",9.3
414,Outer Ring Road (ORR) Seg-105,Outer Ring Road (ORR),104,Ring,Arterial,Urban,0.46,6,False,1.72,40,12.966428571428573,77.50714285714285,12.97,77.505,"LINESTRING(77.507143 12.966429, 77.505 12.97)",9.49
415,Outer Ring Road (ORR) Seg-106,Outer Ring Road (ORR),105,Ring,Arterial,Urban,0.463,4,True,1.75,40,12.97,77.505,12.973928571428573,77.50642857142857,"LINESTRING(77.505 12.97, 77.506429 12.973929)",9.71
416,Outer Ring Road (ORR) Seg-107,Outer Ring Road (ORR),106,Ring,Arterial,Urban,0.463,6,False,2.0,50,12.973928571428573,77.50642857142857,12.977857142857143,77.50785714285713,"LINESTRING(77.506429 12.973929, 77.507857 12.977857)",9.56
